Fecha,BCV,Monitor,Max,Min
8/4/2020,262561.24,266749.46,271197.47,261652.52
8/5/2020,263070.17,274805.52,287849.95,264597.67
8/6/2020,265597.91,285106.12,300000.00,272169.66
8/7/2020,271032.22,293954.97,305261.00,282420.28
8/8/2020,271032.22,293954.97,305261.00,282420.28
8/9/2020,271032.22,293954.97,305261.00,282420.28
8/10/2020,278098.65,288575.91,296128.94,280238.97
8/11/2020,284601.27,276205.35,284926.95,267631.44
8/12/2020,284125.31,286783.88,289256.00,282836.34
8/13/2020,284003.02,300627.55,313513.00,288953.82
8/14/2020,289367.73,296503.56,306685.01,285011.84
8/15/2020,289367.73,296503.56,306685.01,285011.84
8/16/2020,289367.73,296503.56,306685.01,285011.84
8/17/2020,294657.39,286622.62,293215.73,280095.15
8/18/2020,290276.44,298140.24,306958.14,291569.77
8/19/2020,292528.13,311879.95,323148.00,302125.20
8/20/2020,296769.19,308859.17,317045.99,301186.12
8/21/2020,303538.00,307452.33,312901.60,302335.92
8/22/2020,303538.00,307452.33,312901.60,302335.92
8/23/2020,303538.00,307452.33,312901.60,302335.92
8/24/2020,305452.46,312079.98,319266.00,305852.28
8/25/2020,306257.25,316360.77,331768.45,309398.03
8/26/2020,307991.14,321801.06,341434.90,315601.53
8/27/2020,312841.76,340379.72,360825.00,327570.19
8/28/2020,316590.05,328457.71,333096.27,319034.86
8/29/2020,316590.05,328457.71,333096.27,319034.86
8/30/2020,316590.05,328457.71,333096.27,319034.86
8/31/2020,324611.70,341447.85,355961.51,328687.68
9/1/2020,327748.89,341117.60,349603.02,326654.32
9/2/2020,329553.30,341318.26,357517.54,331744.70
9/3/2020,335021.06,360079.67,380933.57,348782.03
9/4/2020,338778.05,362119.47,375628.00,349410.31
9/5/2020,338778.05,362119.47,375628.00,349410.31
9/6/2020,338778.05,362119.47,375628.00,349410.31
9/7/2020,249431.43,362138.46,375268.00,352802.54
9/8/2020,355743.31,363084.73,375268.00,354145.21
9/9/2020,358855.38,359283.97,370120.00,350553.81
9/10/2020,360514.35,362915.13,377297.00,350553.81
9/11/2020,360855.24,368638.80,381650.00,353602.10
9/12/2020,360855.24,368638.80,381650.00,353602.10
9/13/2020,360855.24,368638.80,381650.00,353602.10
9/14/2020,363164.98,372194.82,392592.00,356650.40
9/15/2020,363167.98,361104.77,379347.00,335312.34
9/16/2020,365927.07,365207.23,384153.00,344457.22
9/17/2020,366226.76,374043.19,397727.00,347505.52
9/18/2020,369326.47,380408.15,402298.00,355634.30
9/19/2020,369326.47,380408.15,402298.00,355634.30
9/20/2020,369326.47,380408.15,402298.00,355634.30
9/21/2020,374236.25,389162.91,415676.00,355634.30
9/22/2020,375312.20,394299.07,415676.00,362746.99
9/23/2020,386868.14,402866.77,428396.00,373416.02
9/24/2020,392128.50,417004.46,443037.00,392213.83
9/25/2020,399396.54,435011.59,460526.00,416249.59
9/26/2020,399396.54,435011.59,460526.00,416249.59
9/27/2020,399396.54,435011.59,460526.00,416249.59
9/28/2020,414379.05,441374.92,469168.00,423972.62
9/29/2020,421193.87,444287.34,469168.00,425836.28
9/30/2020,430670.16,438314.04,460525.00,423706.26
10/1/2020,436677.45,444497.76,466666.00,425836.28
10/2/2020,437056.84,445046.79,466666.00,428772.86
10/3/2020,437056.84,445046.79,466666.00,428772.86
10/4/2020,437056.84,445046.79,466666.00,428772.86
10/5/2020,438551.60,440241.95,460823.23,424045.61
10/6/2020,437770.22,439471.62,454545.00,423751.55
10/7/2020,440722.84,443582.90,458970.00,430481.60
10/8/2020,441688.40,456525.86,474324.00,435873.99
10/9/2020,450104.48,456557.13,474324.00,438035.89
10/10/2020,450104.48,456557.13,474324.00,438035.89
10/11/2020,450104.48,456557.13,474324.00,438035.89
10/12/2020,452306.13,452033.34,474324.00,435564.92
10/13/2020,452306.11,447703.46,468000.00,429980.67
10/14/2020,452892.85,441997.38,468000.00,424800.18
10/15/2020,450719.56,446787.56,471230.00,431016.77
10/16/2020,450854.14,455564.70,485670.00,435626.78
10/17/2020,450854.14,455564.70,485670.00,435626.78
10/18/2020,450854.14,455564.70,485670.00,435626.78
10/19/2020,452844.15,457582.22,493790.00,428998.95
10/20/2020,455306.54,448786.47,468790.00,431016.77
10/21/2020,456920.33,447123.45,472870.00,427082.32
10/22/2020,457242.12,458167.76,480780.00,442413.85
10/23/2020,459954.39,467713.38,487965.00,445522.14
10/24/2020,459954.39,467713.38,487965.00,445522.14
10/25/2020,459954.39,467713.38,487965.00,445522.14
10/26/2020,462415.97,476092.85,505670.00,454847.02
10/27/2020,464291.48,483695.24,527500.00,459752.22
10/28/2020,471188.80,500239.85,527500.00,469352.39
10/29/2020,488217.00,522361.86,542078.28,496290.94
10/30/2020,506541.78,520819.91,543890.00,491625.46
10/31/2020,506541.78,520819.91,543890.00,491625.46
11/1/2020,506541.78,520819.91,543890.00,491625.46
11/2/2020,519082.41,505220.19,534692.10,475037.68
11/3/2020,515919.26,514608.94,527976.00,497479.51
11/4/2020,517231.57,524408.70,556645.00,504224.21
11/5/2020,518286.92,533524.21,566780.00,503234.34
11/6/2020,527480.30,528626.45,566780.00,502752.48
11/7/2020,527480.30,528626.45,566780.00,502752.48
11/8/2020,527480.30,528626.45,566780.00,502752.48
11/9/2020,535345.98,542255.80,577960.00,519213.34
11/10/2020,535719.25,567295.42,608760.00,545287.76
11/11/2020,548442.84,613077.63,666666.00,574201.57
11/12/2020,571622.16,666137.13,733750.00,616143.98
11/13/2020,607475.82,691680.82,743867.00,643321.45
11/14/2020,607475.82,691680.82,743867.00,643321.45
11/15/2020,607475.82,691680.82,743867.00,643321.45
11/16/2020,646322.88,671855.93,720458.00,628779.95
11/17/2020,666713.21,674943.50,720458.00,640180.31
11/18/2020,670975.43,703085.67,764900.00,673111.20
11/19/2020,681155.94,773452.59,863345.00,725087.87
11/20/2020,710701.52,855871.44,935890.00,782744.39
11/21/2020,710701.52,855871.44,935890.00,782744.39
11/22/2020,710701.52,855871.44,935890.00,782744.39
11/23/2020,782025.16,967349.16,1060000.00,880769.19
11/24/2020,782025.16,934430.44,1010242.78,877324.35
11/25/2020,917739.52,958847.20,994589.43,916850.69
11/26/2020,925505.89,1085529.92,1267632.00,1026823.45
11/27/2020,974184.26,1083089.87,1204023.27,997742.69
11/28/2020,974184.26,1083089.87,1204023.27,997742.69
11/29/2020,974184.26,1083089.87,1204023.27,997742.69
11/30/2020,1035887.03,1033915.17,1214053.74,967223.90
12/1/2020,1050811.98,951261.90,1050374.91,886532.92
12/2/2020,1039923.60,952068.58,999630.72,906687.18
12/3/2020,1010404.15,1070643.70,1249540.00,973631.67
12/4/2020,1029051.92,1141175.89,1305293.44,1006077.38
12/5/2020,1029051.92,1141175.89,1305293.44,1006077.38
12/6/2020,1029051.92,1141175.89,1305293.44,1006077.38
12/7/2020,1086140.72,1051516.68,1163053.07,980132.01
12/8/2020,1084295.29,1063161.04,1121794.00,1000183.00
12/9/2020,1081303.54,1091339.83,1131147.00,1045334.45
12/10/2020,1079932.21,1095888.69,1180127.63,1037813.56
12/11/2020,1084350.92,1097513.38,1135074.29,1053252.61
12/12/2020,1084350.92,1097513.38,1135074.29,1053252.61
12/13/2020,1084350.92,1097513.38,1135074.29,1053252.61
12/14/2020,1103443.69,1089252.78,1150272.95,1038337.45
12/15/2020,1103443.69,1050554.35,1226312.32,974542.50
12/16/2020,1087525.53,1001662.20,1068031.82,930383.37
12/17/2020,1075442.16,1013514.77,1095238.00,957992.82
12/18/2020,1050531.34,1076131.68,1206990.00,970454.15
12/19/2020,1050531.34,1076131.68,1206990.00,970454.15
12/20/2020,1050531.34,1076131.68,1206990.00,970454.15
12/21/2020,1062380.48,1075290.81,1192732.00,981814.59
12/22/2020,1069360.33,983852.87,1062934.54,895993.35
12/23/2020,1063464.90,946940.03,1005543.00,889321.35
12/24/2020,1063464.90,946940.03,1005543.00,889321.35
12/25/2020,1063464.90,946940.03,1005543.00,889321.35
12/26/2020,1063464.90,946940.03,1005543.00,889321.35
12/27/2020,1063464.90,946940.03,1005543.00,889321.35
12/28/2020,1037851.25,1097456.36,1187453.00,1014061.11
12/29/2020,1036631.02,1178597.96,1260532.00,1076552.61
12/30/2020,1089058.07,1027812.89,1103663.33,946457.99
12/31/2020,1089058.07,1027812.89,1103663.33,946457.99
1/1/2021,1089058.07,1027812.89,1103663.33,946457.99
1/2/2021,1089058.07,1027812.89,1103663.33,946457.99
1/3/2021,1089058.07,1027812.89,1103663.33,946457.99
1/4/2021,1107198.58,1149425.85,1265439.00,1060287.97
1/5/2021,1114769.09,1247798.00,1345876.00,1159824.12
1/6/2021,1174992.61,1361298.30,1489899.00,1257510.11
1/7/2021,1231206.11,1480281.82,1615329.00,1340483.62
1/8/2021,1317659.58,1559524.57,1690521.00,1401007.60
1/9/2021,1317659.58,1559524.57,1690521.00,1401007.60
1/10/2021,1317659.58,1559524.57,1690521.00,1401007.60
1/11/2021,1468241.15,1559949.30,1690521.00,1379375.74
1/12/2021,1468241.15,1492477.80,1610378.01,1396709.48
1/13/2021,1504750.22,1491874.82,1600401.17,1395776.89
1/14/2021,1495567.57,1542181.59,1685965.00,1407710.40
1/15/2021,1500315.97,1618865.81,1764532.00,1481795.61
1/16/2021,1500315.97,1618865.81,1764532.00,1481795.61
1/17/2021,1500315.97,1618865.81,1764532.00,1481795.61
1/18/2021,1548933.32,1587211.92,1730453.00,1480877.77
1/19/2021,1548933.32,1518865.67,1600384.35,1411063.06
1/20/2021,1555320.55,1634318.38,1790428.00,1552237.64
1/21/2021,1555320.55,1782534.19,1976880.00,1693579.91
1/22/2021,1651774.35,1792532.14,1992574.00,1644986.68
1/23/2021,1651774.35,1792532.14,1992574.00,1644986.68
1/24/2021,1651774.35,1792532.14,1992574.00,1644986.68
1/25/2021,1738761.00,1734112.24,1835975.00,1622345.54
1/26/2021,1732056.01,1828660.10,2043650.00,1726670.04
1/27/2021,1786690.26,1858040.57,2043650.00,1756385.01
1/28/2021,1823711.06,1768789.89,1875543.00,1663026.19
1/29/2021,1823627.32,1765308.38,1875543.00,1650007.64
1/30/2021,1823627.32,1765308.38,1875543.00,1650007.64
1/31/2021,1823627.32,1765308.38,1875543.00,1650007.64
2/1/2021,1821534.67,1720166.17,1791765.00,1627891.32
2/2/2021,1805260.65,1771695.89,1852277.00,1641864.93
2/3/2021,1790207.35,1811388.87,1962867.00,1684065.50
2/4/2021,1789925.21,1861016.04,2004530.00,1725767.47
2/5/2021,1828405.50,1790271.69,1920903.00,1672411.94
2/6/2021,1828405.50,1790271.69,1920903.00,1672411.94
2/7/2021,1828405.50,1790271.69,1920903.00,1672411.94
2/8/2021,1837423.46,1762564.59,1868131.00,1598345.73
2/9/2021,1812462.92,1700438.27,1808510.00,1593634.31
2/10/2021,1803816.62,1734464.41,1801543.00,1654377.63
2/11/2021,1788247.08,1704190.28,1792429.00,1593166.17
2/12/2021,1768156.57,1672968.69,1792429.00,1563535.12
2/13/2021,1768156.57,1672968.69,1792429.00,1563535.12
2/14/2021,1768156.57,1672968.69,1792429.00,1563535.12
2/15/2021,1728295.98,1720185.27,1841430.00,1646731.96
2/16/2021,1728295.98,1738054.00,1841430.00,1650438.23
2/17/2021,1728295.98,1677658.98,1787765.00,1591655.86
2/18/2021,1721287.10,1762182.36,1830327.00,1674633.82
2/19/2021,1720426.05,1800364.32,1910650.00,1677895.68
2/20/2021,1720426.05,1800364.32,1910650.00,1677895.68
2/21/2021,1720426.05,1800364.32,1910650.00,1677895.68
2/22/2021,1757608.78,1872718.57,1988432.00,1781711.08
2/23/2021,1803699.72,1903122.54,1988432.00,1804207.54
2/24/2021,1803699.72,1932752.19,2003310.35,1832064.66
2/25/2021,1872651.38,1850466.34,1920076.79,1777670.27
2/26/2021,1871361.13,1890917.02,1949654.00,1836455.26
2/27/2021,1871361.13,1890917.02,1949654.00,1836455.26
2/28/2021,1871361.13,1890917.02,1949654.00,1836455.26
3/1/2021,1865613.89,1822661.64,1901650.00,1720672.27
3/2/2021,1865858.00,1877696.02,1969621.00,1821266.77
3/3/2021,1863252.02,1853330.11,1969621.00,1764182.86
3/4/2021,1865046.29,1895903.92,1969621.00,1816321.95
3/5/2021,1874605.36,1891597.11,1969621.00,1814868.95
3/6/2021,1874605.36,1891597.11,1969621.00,1814868.95
3/7/2021,1874605.36,1891597.11,1969621.00,1814868.95
3/8/2021,1889184.91,1890676.83,1969621.00,1825211.20
3/9/2021,1888035.85,1881516.98,1969621.00,1795936.42
3/10/2021,1881868.74,1861051.58,1912320.00,1790756.00
3/11/2021,1874468.12,1839292.79,1889308.00,1781737.70
3/12/2021,1858754.10,1834093.99,1889308.00,1782231.69
3/13/2021,1858754.10,1834093.99,1889308.00,1782231.69
3/14/2021,1858754.10,1834093.99,1889308.00,1782231.69
3/15/2021,1848567.57,1830839.11,1864332.00,1785386.52
3/16/2021,1827284.79,1852485.02,1935616.00,1778958.28
3/17/2021,1822320.28,1811680.92,1859853.20,1748936.81
3/18/2021,1804479.66,1812148.50,1839340.00,1759644.31
3/19/2021,1804994.46,1847538.86,1893789.00,1815317.07
3/20/2021,1804994.46,1847538.86,1893789.00,1815317.07
3/21/2021,1804994.46,1847538.86,1893789.00,1815317.07
3/22/2021,1804994.46,1856042.32,1893789.00,1819734.64
3/23/2021,1821810.81,1865403.36,1909938.19,1817372.57
3/24/2021,1827910.57,1876442.82,1894557.24,1842341.91
3/25/2021,1845928.66,1907399.88,1928555.72,1880732.81
3/26/2021,1852972.12,1931439.15,1997639.36,1876503.00
3/27/2021,1852972.12,1931439.15,1997639.36,1876503.00
3/28/2021,1852972.12,1931439.15,1997639.36,1876503.00
3/29/2021,1890076.74,1971531.94,2070339.00,1899333.24
3/30/2021,1931176.19,2014514.98,2117979.00,1936007.92
3/31/2021,1968064.23,2110430.60,2175532.00,2027740.48
4/1/2021,1987184.75,2161933.56,2266308.00,2079238.64
4/2/2021,1987184.75,2161933.56,2266308.00,2079238.64
4/3/2021,1987184.75,2093843.55,2210650.00,2010203.24
4/4/2021,1987184.75,2093843.55,2210650.00,2010203.24
4/5/2021,1987184.75,2093843.55,2210650.00,2010203.24
4/6/2021,2070854.97,2103235.49,2210650.00,2040008.44
4/7/2021,2078720.57,2161250.97,2247541.00,2106100.10
4/8/2021,2109981.40,2250296.47,2359532.00,2174398.25
4/9/2021,2142514.41,2304641.42,2439609.00,2225746.56
4/10/2021,2142514.41,2304641.42,2439609.00,2225746.56
4/11/2021,2142514.41,2304641.42,2439609.00,2225746.56
4/12/2021,2235823.81,2347748.35,2439609.00,2257993.15
4/13/2021,2290488.29,2364088.53,2491509.00,2247309.00
4/14/2021,2334983.55,2415375.34,2569437.00,2319911.01
4/15/2021,2315163.02,2487100.17,2633652.00,2377249.43
4/16/2021,2381793.65,2455059.74,2602704.00,2324365.29
4/17/2021,2381793.65,2455059.74,2602704.00,2324365.29
4/18/2021,2381793.65,2455059.74,2602704.00,2324365.29
4/19/2021,2363585.21,2524604.57,2649902.00,2481168.88
4/20/2021,2363585.21,2533784.41,2649902.00,2458903.16
4/21/2021,2467460.70,2560362.67,2649902.00,2481835.45
4/22/2021,2518331.48,2646344.08,2733220.00,2565533.69
4/23/2021,2506329.91,2787663.64,2865457.10,2702770.05
4/24/2021,2506329.91,2787663.64,2865457.10,2702770.05
4/25/2021,2506329.91,2787663.64,2865457.10,2702770.05
4/26/2021,2647851.66,2741675.94,2808650.00,2664562.81
4/27/2021,2721326.12,2732307.69,2808650.00,2655232.54
4/28/2021,2688830.39,2799099.79,2884630.00,2695136.78
4/29/2021,2724717.52,2886276.71,3030761.00,2769862.62
4/30/2021,2746151.81,2770844.85,2987776.00,2612414.30
5/1/2021,2746151.81,2770844.85,2987776.00,2612414.30
5/2/2021,2746151.81,2770844.85,2987776.00,2612414.30
5/3/2021,2822874.48,2848211.06,3013731.00,2727770.75
5/4/2021,2796868.81,2868908.36,3024500.45,2733386.32
5/5/2021,2840459.11,2873860.61,3013713.00,2714682.56
5/6/2021,2866324.52,2835156.71,2988432.00,2720245.04
5/7/2021,2861988.42,2774535.38,2960670.00,2635747.20
5/8/2021,2861988.42,2774535.38,2960670.00,2635747.20
5/9/2021,2861988.42,2774535.38,2960670.00,2635747.20
5/10/2021,2847609.43,2751643.01,2890480.00,2624481.38
5/11/2021,2836569.64,2810397.09,2940739.20,2688838.33
5/12/2021,2824879.83,2873956.30,2995741.00,2770346.72
5/13/2021,2835035.07,3021338.41,3143760.00,2885081.66
5/14/2021,2909844.36,2916071.34,3011890.00,2747663.76
5/15/2021,2909844.36,2916071.34,3011890.00,2747663.76
5/16/2021,2909844.36,2916071.34,3011890.00,2747663.76
5/17/2021,2966678.96,2940591.38,3007524.73,2783226.72
5/18/2021,2931949.40,2987959.21,3079527.96,2940276.33
5/19/2021,2954844.36,3055252.30,3171890.00,2863856.00
5/20/2021,3026929.27,3122410.80,3199210.66,2986344.05
5/21/2021,3050025.84,3115347.30,3161877.00,3052307.39
5/22/2021,3050025.84,3115347.30,3161877.00,3052307.39
5/23/2021,3050025.84,3115347.30,3161877.00,3052307.39
5/24/2021,3045129.91,3082183.09,3161877.00,2963254.02
5/25/2021,3045129.91,3091251.83,3184871.68,3013839.79
5/26/2021,3055550.00,3055214.37,3110642.00,2990834.89
5/27/2021,3070282.83,3130638.80,3220789.00,3047299.98
5/28/2021,3066706.03,3166544.31,3220789.00,3114164.50
5/29/2021,3066706.03,3166544.31,3220789.00,3114164.50
5/30/2021,3066706.03,3166544.31,3220789.00,3114164.50
5/31/2021,3100864.24,3102244.89,3188786.00,3022506.81
6/1/2021,3115766.53,3071212.93,3179717.44,2964933.12
6/2/2021,3115193.41,3083698.15,3149432.00,3014997.36
6/3/2021,3097326.75,3102756.43,3196527.79,3008974.26
6/4/2021,3101194.01,3123699.85,3223360.00,3017291.65
6/5/2021,3101194.01,3123699.85,3223360.00,3017291.65
6/6/2021,3101194.01,3123699.85,3223360.00,3017291.65
6/7/2021,3113917.35,3084825.98,3223360.00,2994389.14
6/8/2021,3111041.05,3138009.50,3223360.00,3034753.15
6/9/2021,3127700.61,3109997.83,3223360.00,2981455.61
6/10/2021,3123420.19,3102925.08,3197489.00,3032875.61
6/11/2021,3133461.89,3088902.79,3176943.00,3001355.34
6/12/2021,3133461.89,3088902.79,3176943.00,3001355.34
6/13/2021,3133461.89,3088902.79,3176943.00,3001355.34
6/14/2021,3120424.41,3082821.73,3176943.00,2975607.68
6/15/2021,3120424.41,3087641.83,3191309.00,3002516.48
6/16/2021,3113042.58,3099697.12,3191309.00,3066220.89
6/17/2021,3105034.59,3137323.07,3215980.00,3086608.19
6/18/2021,3113807.18,3145298.67,3234287.31,3001745.54
6/19/2021,3113807.18,3145298.67,3234287.31,3001745.54
6/20/2021,3113807.18,3145298.67,3234287.31,3001745.54
6/21/2021,3138598.81,3167629.47,3221561.04,3045748.31
6/22/2021,3147297.13,3182571.60,3263708.93,3123584.86
6/23/2021,3178517.08,3182914.91,3236522.03,3118307.33
6/24/2021,3183413.51,3195184.51,3294472.98,3127471.95
6/25/2021,3183413.51,3246490.90,3288948.00,3190746.38
6/26/2021,3183413.51,3246490.90,3288948.00,3190746.38
6/27/2021,3183413.51,3246490.90,3288948.00,3190746.38
6/28/2021,3196903.01,3222329.68,3288948.00,3115311.13
6/29/2021,3196903.01,3201041.40,3288948.00,3048336.01
6/30/2021,3204079.52,3240408.78,3316650.78,3146404.83
7/1/2021,3220598.35,3235698.65,3303408.00,3124328.75
7/2/2021,3246320.90,3225406.29,3303408.00,3121984.51
7/3/2021,3246320.90,3225406.29,3303408.00,3121984.51
7/4/2021,3246320.90,3225406.29,3303408.00,3121984.51
7/5/2021,3241854.60,3233123.04,3287489.50,3172382.02
7/6/2021,3241854.60,3220051.61,3297656.00,3099225.83
7/7/2021,3243708.71,3243510.72,3304592.40,3164743.06
7/8/2021,3247321.97,3262363.54,3337723.00,3181582.79
7/9/2021,3260677.85,3275057.51,3339500.52,3174331.89
7/10/2021,3260677.85,3275057.51,3339500.52,3174331.89
7/11/2021,3260677.85,3275057.51,3339500.52,3174331.89
7/12/2021,3275925.39,3318055.27,3367860.00,3252512.79
7/13/2021,3291083.87,3390373.93,3505343.71,3315484.06
7/14/2021,3321657.52,3528301.36,3667239.69,3425119.54
7/15/2021,3391651.91,3658669.17,3760735.44,3555323.05
7/16/2021,3443394.73,3665450.52,3795202.43,3562861.00
7/17/2021,3443394.73,3665450.52,3795202.43,3562861.00
7/18/2021,3443394.73,3665450.52,3795202.43,3562861.00
7/19/2021,3548283.85,3678030.38,3722800.29,3633136.54
7/20/2021,3618512.21,3748017.13,3839417.90,3697560.00
